,tiplabel,Genus,Family,lambda_ClaDS,Order,BodyLength_mm,BodyMass_g,Nocturnality,Verticality,Longitude,Latitude,TempSeasonality,RangeSize,AnnuMeanTemp,AnnuPrecip,PrecipSeasonality,Elevation,Afrotropic,Australasia,IndoMalay,Nearctic,Neotropic,Oceania,Palearctic,lambda_BAMM
1584,Craugastor_loki,Craugastor,Craugastoridae,0.044861585,Anura,38,1.5,0.5,0.5,-92.95089685,17.55741087,1760.948091,48,242.6978663,1890.611574,69.18802423,331.4387665,0,0,0,0,1,0,0,0.050803381
1585,Craugastor_longirostris,Craugastor,Craugastoridae,0.063192118,Anura,59.6,13.8,1,0.5,-76.84812979,4.863943194,300.6916301,37,238.5688904,3461.561274,40.56277358,451.783208,0,0,0,0,1,0,0,0.053005025
1586,Craugastor_matudai,Craugastor,Craugastoridae,0.044246732,Anura,40,3.1,1,0.5,-91.82313748,14.97217379,959.2785972,2,186.4184881,2225.417023,77.90491878,1516.715459,0,0,0,0,1,0,0,0.050857667
1587,Craugastor_megacephalus,Craugastor,Craugastoridae,0.068104039,Anura,70,23.8,1,0.25,-84.03368841,11.85404082,600.9736847,26,245.289626,2650.213984,54.61230219,265.1077912,0,0,0,0,1,0,0,0.062433594
1588,Craugastor_megalotympanum,Craugastor,Craugastoridae,0.046186901,Anura,39.5,2.9,1,0.5,-95.13561137,18.49411137,2034.15481,1,253.0855142,1841.159602,78.37403244,67.41359127,0,0,0,0,1,0,0,0.051064564
1589,Craugastor_melanostictus,Craugastor,Craugastoridae,0.058449618,Anura,57,11.7,1,0.75,-82.94201989,9.269544244,479.1920478,10,220.1607788,3101.443514,49.15597487,611.2174696,0,0,0,0,1,0,0,0.052363703
1590,Craugastor_merendonensis,Craugastor,Craugastoridae,0.043702702,Anura,83,31,1,0.5,-88.10079338,15.52916956,1431.150928,1,233.2928315,1981.823832,51.71281826,437.2335667,0,0,0,0,1,0,0,0.050714489
1591,Craugastor_mexicanus,Craugastor,Craugastoridae,0.053959251,Anura,41.85,3.8,0.5,0.5,-98.33498444,16.97793595,1574.90959,14,195.0996332,1283.371808,88.84255374,1413.046502,0,0,0,0,1,0,0,0.051034972
1592,Craugastor_milesi,Craugastor,Craugastoridae,0.056761241,Anura,37.1,2.47,1,0.5,-88.9864823,15.06318101,1440.044958,2,232.4197886,2061.379525,53.8312768,455.6245124,0,0,0,0,1,0,0,0.051432355
1593,Craugastor_mimus,Craugastor,Craugastoridae,0.056571611,Anura,58,14.6,1,0.5,-84.60756974,12.36951294,622.0896536,19,247.7674614,2630.65953,56.82707802,245.316398,0,0,0,0,1,0,0,0.051211353
1594,Craugastor_monnichorum,Craugastor,Craugastoridae,0.050692024,Anura,45,7.75,1,0.5,-82.44900492,8.808489778,411.9023569,1,213.4851371,2971.3924,32.997595,612.7022727,0,0,0,0,1,0,0,0.051031057
1595,Craugastor_montanus,Craugastor,Craugastoridae,0.05677101,Anura,27,2.24,0.5,0.5,-92.6240239,15.40323784,808.4362095,1,223.9718177,2218.084329,88.0034775,869.8429,0,0,0,0,1,0,0,0.052414922
1596,Craugastor_myllomyllon,Craugastor,Craugastoridae,0.066548857,Anura,30.1,2.31,0.5,0.5,-89.8459209,15.39074057,1474.6256,1,229.0253333,2370.697933,62.068,527.1298667,0,0,0,0,1,0,0,0.053005503
1597,Craugastor_nefrens,Craugastor,Craugastoridae,0.077589795,Anura,26.8,2.1,1,0.75,-88.70041325,15.37579119,1431.150928,1,233.2928315,1981.823832,51.71281826,437.2335667,0,0,0,0,1,0,0,0.063728127
1598,Craugastor_noblei,Craugastor,Craugastoridae,0.055484766,Anura,66,22.5,1,0.5,-84.6616976,13.45541738,736.9521962,33,245.0708741,2589.004163,54.0363428,280.9495024,0,0,0,0,1,0,0,0.0511401
1599,Craugastor_obesus,Craugastor,Craugastoridae,0.076542211,Anura,86,35,1,0.75,-82.55428063,9.030480589,434.7078546,3,216.1971458,2968.808406,36.28144207,582.1079542,0,0,0,0,1,0,0,0.063893235
1600,Craugastor_occidentalis,Craugastor,Craugastoridae,0.059522702,Anura,28,2.2,0,0.75,-103.7518287,20.50767914,2100.750553,19,204.4917095,953.6020075,109.6223065,1284.153284,0,0,0,0.315789474,0.684210526,0,0,0.052311938
1601,Craugastor_olanchano,Craugastor,Craugastoridae,0.052641282,Anura,30,2.413,1,0.5,-86.43846377,15.24987605,1299.640075,2,222.6316014,1517.039813,49.4330611,669.7159252,0,0,0,0,1,0,0,0.051216238
1602,Craugastor_omiltemanus,Craugastor,Craugastoridae,0.049050642,Anura,36.5,2.44,1,0.5,-100.0847962,17.86558858,1022.797807,4,214.9553979,1235.921294,108.0732471,1035.511896,0,0,0,0,1,0,0,0.050919626
1603,Craugastor_omoaensis,Craugastor,Craugastoridae,0.051599513,Anura,30,2.34,1,0.5,-88.11774342,15.48118745,1431.150928,1,233.2928315,1981.823832,51.71281826,437.2335667,0,0,0,0,1,0,0,0.050867293
1604,Craugastor_opimus,Craugastor,Craugastoridae,0.046493096,Anura,69,24,1,0.5,-77.39156821,6.53824421,238.0534824,16,240.9757318,4108.690355,33.57934276,390.480205,0,0,0,0,1,0,0,0.050668648
1605,Craugastor_palenque,Craugastor,Craugastoridae,0.057884827,Anura,75.4,26.1,1,0.75,-91.10059575,16.49963867,1616.752725,5,230.9411311,2334.001641,61.67245463,540.4900456,0,0,0,0,1,0,0,0.05124133
1606,Craugastor_pechorum,Craugastor,Craugastoridae,0.057900062,Anura,62,15.2,1,0.5,-85.17267937,15.38640096,1085.789357,1,230.7861948,2172.393703,51.2162944,517.7214,0,0,0,0,1,0,0,0.051250456
1607,Craugastor_pelorus,Craugastor,Craugastoridae,0.060184923,Anura,87,33.18,1,0.5,-92.53772743,17.19394748,1867.843852,3,240.5627469,2467.033023,52.26168125,470.4784884,0,0,0,0,1,0,0,0.052543789
1608,Craugastor_persimilis,Craugastor,Craugastoridae,0.054565338,Anura,23,1.52,1,0.5,-83.71092364,10.10903101,395.736227,4,233.7100398,3664.533676,34.81158413,406.2628799,0,0,0,0,1,0,0,0.050827181
1609,Craugastor_phasma,Craugastor,Craugastoridae,0.058953143,Anura,50,8.6,1,0.75,-82.73317024,8.940464425,411.9023569,1,213.4851371,2971.3924,32.997595,612.7022727,0,0,0,0,1,0,0,0.051143049
1610,Craugastor_podiciferus,Craugastor,Craugastoridae,0.059660605,Anura,40,2.79,1,0.5,-83.48678533,9.53905324,448.6556098,5,214.2464931,3313.974987,46.46719489,713.5485975,0,0,0,0,1,0,0,0.051264151
1611,Craugastor_polymniae,Craugastor,Craugastoridae,0.053495289,Anura,19.7,0.62,0.5,0.75,-96.27274176,17.65167571,1779.742526,1,182.324537,1848.76541,80.01739418,1564.952612,0,0,0,0,1,0,0,0.051017083
1612,Craugastor_polyptychus,Craugastor,Craugastoridae,0.054522529,Anura,28.7,2.47,1,0.5,-83.45514102,10.31068667,379.2599327,5,237.0377517,3768.30619,32.39623283,334.9985832,0,0,0,0,1,0,0,0.050833741
1613,Craugastor_pozo,Craugastor,Craugastoridae,0.056133039,Anura,77.1,29.81,1,0.5,-93.14461666,16.79729358,1380.973931,1,229.8311216,1346.659279,93.55069047,742.9083667,0,0,0,0,1,0,0,0.050843804
1614,Craugastor_psephosypharus,Craugastor,Craugastoridae,0.057110225,Anura,65,17.2,1,0.5,-89.37704882,15.79353305,1464.814985,7,239.4651851,2340.309078,56.14879592,310.2834255,0,0,0,0,1,0,0,0.050872305
1615,Craugastor_punctariolus,Craugastor,Craugastoridae,0.074496204,Anura,80,30.28,1,0.75,-81.07616253,8.617967127,554.7398908,7,245.320454,2310.687814,59.50531148,237.3674441,0,0,0,0,1,0,0,0.063893541
1616,Craugastor_pygmaeus,Craugastor,Craugastoridae,0.049282044,Anura,18,0.5,0,0.5,-92.09146271,15.25999189,1161.744522,17,214.0609947,2022.646907,85.28180874,998.3653482,0,0,0,0,1,0,0,0.051218224
1617,Craugastor_raniformis,Craugastor,Craugastoridae,0.064825823,Anura,74,27,1,0.5,-75.92707815,6.589259913,279.0852509,33,236.8774669,3321.344185,37.4268899,556.6662089,0,0,0,0,1,0,0,0.052510085
1618,Craugastor_ranoides,Craugastor,Craugastoridae,0.084098619,Anura,74,26,1,0.75,-84.16600791,10.44071971,472.7105976,15,236.2792193,3098.318083,49.88070507,381.8374331,0,0,0,0,1,0,0,0.064984111
1619,Craugastor_rayo,Craugastor,Craugastoridae,0.05223723,Anura,71,25.06,1,0.75,-83.62248222,9.494053752,459.165155,1,200.4197724,3480.140996,53.114281,944.0157025,0,0,0,0,1,0,0,0.050821432
1620,Craugastor_rhodopis,Craugastor,Craugastoridae,0.044853446,Anura,40,2.54,0,0.5,-98.13681251,20.17790418,1941.370755,9,201.472272,1291.992631,80.1183901,1137.628411,0,0,0,0,1,0,0,0.050715193
1621,Craugastor_rhyacobatrachus,Craugastor,Craugastoridae,0.053009587,Anura,81,31,1,0.75,-83.25982974,9.204470128,437.198191,2,206.492337,3243.683094,43.76437927,790.02672,0,0,0,0,1,0,0,0.050744063
1622,Craugastor_rivulus,Craugastor,Craugastoridae,0.044080548,Anura,63.9,16,1,0.5,-90.48615421,15.44199328,1339.131055,3,197.5403705,2375.692177,60.35580304,1158.746783,0,0,0,0,1,0,0,0.05059991
1623,Craugastor_rostralis,Craugastor,Craugastoridae,0.069898386,Anura,59,14.5,1,0.5,-89.05166457,15.14471211,1446.54741,3,231.9093625,2117.069924,55.32425742,479.5005641,0,0,0,0,1,0,0,0.052762254
1624,Craugastor_rugosus,Craugastor,Craugastoridae,0.039878553,Anura,69,24.18,1,0.5,-83.50689509,8.999119568,528.5786265,6,225.7666561,3432.663237,55.03728809,501.873361,0,0,0,0,1,0,0,0.050255351
1625,Craugastor_rugulosus,Craugastor,Craugastoridae,0.079939931,Anura,65,16.5,0.5,0.5,-97.61273823,16.76587149,1115.504547,18,227.2920243,1228.328748,102.0088327,825.0915555,0,0,0,0,1,0,0,0.064984111
1626,Craugastor_rupinius,Craugastor,Craugastoridae,0.076516597,Anura,72.1,25.6,1,0.5,-90.06252989,14.12496036,808.7133422,10,231.7451769,1753.118352,89.44707444,641.0412371,0,0,0,0,1,0,0,0.063934442
1627,Craugastor_sabrinus,Craugastor,Craugastoridae,0.061608276,Anura,82.6,32,1,0.5,-88.87750901,16.71089768,1448.938427,6,242.3420081,2373.643068,55.29807,249.2014234,0,0,0,0,1,0,0,0.052450301
1628,Craugastor_saltator,Craugastor,Craugastoridae,0.052845194,Anura,44,5.84,1,0.5,-87.3,15.42998239,1258.803375,3,225.256753,1523.648928,67.3327934,763.4720155,0,0,0,0,1,0,0,0.050858782
1629,Craugastor_saltuarius,Craugastor,Craugastoridae,0.06277756,Anura,22.4,1.43,0.5,0.5,-87.30332467,15.45486663,1369.312405,2,230.5004352,1698.111921,48.13944714,551.4562352,0,0,0,0,1,0,0,0.052514363
1630,Craugastor_sandersoni,Craugastor,Craugastoridae,0.062619047,Anura,85,35.5,1,0.5,-88.91505358,16.58087707,1453.897934,6,239.6936011,2473.787547,56.91167145,289.5659971,0,0,0,0,1,0,0,0.060037494
1631,Craugastor_silvicola,Craugastor,Craugastoridae,0.055200642,Anura,40.2,4,1,0.5,-94.3627714,16.66305488,1535.387066,1,244.0788676,1484.654749,92.96615012,302.4290333,0,0,0,0,1,0,0,0.050876688
1632,Craugastor_spatulatus,Craugastor,Craugastoridae,0.046869691,Anura,32,2.47,0.5,0.5,-96.34447594,17.66246303,1786.748818,2,176.4682579,1340.001549,81.5924445,1762.117689,0,0,0,0,1,0,0,0.050556435
1633,Craugastor_stadelmani,Craugastor,Craugastoridae,0.048024351,Anura,33.1,2.5,0.5,0.5,-87.263302,15.39003921,1377.1737,2,231.4166211,1718.771571,48.01019066,537.8841354,0,0,0,0,1,0,0,0.051010441
1634,Craugastor_stejnegerianus,Craugastor,Craugastoridae,0.055173449,Anura,21.7,0.8,1,0.5,-83.80396327,9.309890902,536.2760873,9,231.6018661,3164.071196,57.17512281,451.1974924,0,0,0,0,1,0,0,0.050875233
1635,Craugastor_stuarti,Craugastor,Craugastoridae,0.047798122,Anura,40.5,4.3,1,0.5,-91.60804436,14.80393402,804.3372545,3,214.886337,2557.101054,78.09286046,953.3843233,0,0,0,0,1,0,0,0.050820345
1636,Craugastor_tabasarae,Craugastor,Craugastoridae,0.063158796,Anura,54.2,10.92,1,0.5,-80.59158464,8.659692293,342.8134456,2,256.3215646,2435.730278,58.76598312,126.2486953,0,0,0,0,1,0,0,0.052468905
1637,Craugastor_talamancae,Craugastor,Craugastoridae,0.069075625,Anura,50,8.8,1,0.75,-82.6557198,10.10603776,440.8784815,19,246.4391899,2976.029082,48.8572257,230.56601,0,0,0,0,1,0,0,0.052469102
1638,Craugastor_tarahumaraensis,Craugastor,Craugastoridae,0.041897308,Anura,43,5.2,1,0.5,-108.3719606,28.08098837,4562.682791,5,151.9687028,769.4384254,95.16078521,1916.668578,0,0,0,1,0,0,0,0.050597407
1639,Craugastor_taurus,Craugastor,Craugastoridae,0.063462665,Anura,80,30.28,1,0.75,-83.29346981,8.707023144,575.3393909,3,233.0085761,3618.531093,54.5251291,431.3454262,0,0,0,0,1,0,0,0.052462593
1640,Craugastor_taylori,Craugastor,Craugastoridae,0.074480038,Anura,26,2,0.5,0.5,-93.12041133,17.23759637,1881.067659,1,248.1124339,2468.237103,52.39133598,297.6720238,0,0,0,0,1,0,0,0.063901337
1641,Craugastor_trachydermus,Craugastor,Craugastoridae,0.036322748,Anura,46.1,7.5,1,0.75,-89.36228656,15.6365629,1474.6256,1,229.0253333,2370.697933,62.068,527.1298667,0,0,0,0,1,0,0,0.050227347
1642,Craugastor_underwoodi,Craugastor,Craugastoridae,0.055556894,Anura,24.8,3.2,0.5,0.5,-83.81742907,9.808415081,450.7405879,6,223.6976323,3275.84762,43.67279798,561.8159536,0,0,0,0,1,0,0,0.050958889
1643,Craugastor_uno,Craugastor,Craugastoridae,0.042477447,Anura,62.5,16.6,1,0.5,-97.07198267,16.13715894,939.7110033,2,216.684309,1300.578584,105.0877581,981.3976421,0,0,0,0,1,0,0,0.050517859
1644,Craugastor_vocalis,Craugastor,Craugastoridae,0.047166991,Anura,58,14,1,0.5,-104.917427,21.56050931,2485.183061,32,219.0508853,956.2459424,109.0324804,773.4048187,0,0,0,0.28125,0.71875,0,0,0.050529569
1645,Craugastor_vulcani,Craugastor,Craugastoridae,0.057529778,Anura,60.5,14.1,1,0.5,-94.9845155,18.46600742,1955.677615,2,250.3546321,2133.376754,71.8714577,58.57562537,0,0,0,0,1,0,0,0.05247424
1646,Craugastor_xucanebi,Craugastor,Craugastoridae,0.080142878,Anura,33,2.5,0.5,0.5,-90.15115062,15.42006695,1375.806769,4,207.1184879,2364.813564,61.69052212,970.1980564,0,0,0,0,1,0,0,0.063934442
1647,Craugastor_yucatanensis,Craugastor,Craugastoridae,0.063278023,Anura,36,2.51,1,0.75,-87.76111442,20.64015808,1672.084588,8,257.0464592,1196.989285,55.20936626,16.9208667,0,0,0,0,1,0,0,0.052438493
1648,Crinia_bilingua,Crinia,Myobatrachidae,0.048133145,Anura,20,0.3,1,0.5,128.5366287,-15.13239955,2355.298054,34,272.5967887,1051.560332,111.7990286,190.2615301,0,1,0,0,0,0,0,0.050910937
1649,Crinia_deserticola,Crinia,Myobatrachidae,0.046733487,Anura,20,0.37,0.5,0.5,137.3768834,-22.47063825,5329.850359,123,246.3963874,392.737931,77.73609615,227.3992834,0,1,0,0,0,0,0,0.050796398
1650,Crinia_fimbriata,Crinia,Myobatrachidae,0.045736011,Anura,20,0.42,1,0.5,125.7140202,-14.82122781,2031.563446,2,262.4402528,1241.439478,116.1005421,304.1935771,0,1,0,0,0,0,0,0.050855145
1651,Crinia_flindersensis,Crinia,Myobatrachidae,0.047809343,Anura,25.9,0.44,1,0.5,138.9450286,-30.90799013,5824.143388,7,192.4596212,245.8473537,25.17193635,235.4095012,0,1,0,0,0,0,0,0.051145792
1652,Crinia_georgiana,Crinia,Myobatrachidae,0.051594088,Anura,40,3.08,1,0.5,116.8978622,-33.80318084,3255.839657,18,162.4926805,785.099134,62.78087377,122.3655115,0,1,0,0,0,0,0,0.051154448
1653,Crinia_glauerti,Crinia,Myobatrachidae,0.053272895,Anura,30,0.3,1,0.5,116.2698034,-33.76639185,3068.214469,12,165.6631166,887.2363466,69.32548292,65.78303011,0,1,0,0,0,0,0,0.051197843
1654,Crinia_insignifera,Crinia,Myobatrachidae,0.056952032,Anura,25,0.32,1,0.5,115.5079906,-31.73320699,3840.8475,5,185.0019725,759.7390849,81.40804585,74.79360123,0,1,0,0,0,0,0,0.05154291
1655,Crinia_nimbus,Crinia,Myobatrachidae,0.043435617,Anura,30,0.62,1,0.5,146.448824,-43.2187924,2523.595504,4,97.95797346,1454.964474,20.42636201,330.7089698,0,1,0,0,0,0,0,0.050926444
1656,Crinia_parinsignifera,Crinia,Myobatrachidae,0.049076638,Anura,20,2,0.5,0.5,147.9212392,-31.52926125,4843.15167,89,171.6530752,643.9381418,27.84458219,314.4522432,0,1,0,0,0,0,0,0.050955286
1657,Crinia_pseudinsignifera,Crinia,Myobatrachidae,0.052568693,Anura,30,0.67,1,0.5,115.6105077,-31.82425193,3834.403388,4,184.544102,766.3950069,81.6775623,65.11394145,0,1,0,0,0,0,0,0.051560534
1658,Crinia_remota,Crinia,Myobatrachidae,0.047524232,Anura,20,0.5,0.5,0.5,139.2299817,-15.43151993,2402.710499,86,259.5080689,1108.818594,108.9157254,135.9628224,0,1,0,0,0,0,0,0.050932077
1659,Crinia_riparia,Crinia,Myobatrachidae,0.044741323,Anura,25,0.46,1,0.5,138.7441945,-31.50231438,5641.102743,13,183.728307,252.5817553,22.86106922,261.7729454,0,1,0,0,0,0,0,0.051158707
1660,Crinia_signifera,Crinia,Myobatrachidae,0.050604088,Anura,32,1.9,1,0.5,147.7752664,-32.75509215,4272.937338,120,156.7828085,772.7912764,28.88822542,327.7319142,0,1,0,0,0,0,0,0.050976353
1661,Crinia_sloanei,Crinia,Myobatrachidae,0.05438804,Anura,25,0.47,1,0.5,145.9666203,-34.38677315,5658.78667,18,168.785418,446.9401594,14.75513667,173.3041954,0,1,0,0,0,0,0,0.051229945
1662,Crinia_subinsignifera,Crinia,Myobatrachidae,0.059717235,Anura,25,0.45,1,0.5,119.213232,-34.1857545,3161.111925,14,160.0034142,588.1654608,43.23761665,123.2985607,0,1,0,0,0,0,0,0.051560534
1663,Crinia_tasmaniensis,Crinia,Myobatrachidae,0.043050776,Anura,30,0.62,1,0.5,146.4458281,-41.99291984,2769.840955,12,105.9731519,1380.464954,24.00637217,296.6451492,0,1,0,0,0,0,0,0.05096981
1664,Crinia_tinnula,Crinia,Myobatrachidae,0.045455939,Anura,30,0.31,0.5,0.5,152.9110609,-28.08593082,3501.034254,18,194.9293955,1243.005072,39.71393975,104.6565755,0,1,0,0,0,0,0,0.050893097
1665,Crossodactylodes_bokermanni,Crossodactylodes,Leptodactylidae,0.047738122,Anura,25,1.71,1,1,-40.88729096,-20.21554241,1743.156311,2,223.4012093,1328.214295,56.11815609,394.5187005,0,0,0,0,1,0,0,0.068294958
1666,Crossodactylodes_itambe,Crossodactylodes,Leptodactylidae,0.046319244,Anura,18,0.5,1,0.5,-43.3443,-18.39805876,1699.423294,1,210.5036089,1213.197244,87.98904199,974.7326772,0,0,0,0,1,0,0,0.068438586
1667,Crossodactylodes_izecksohni,Crossodactylodes,Leptodactylidae,0.050005393,Anura,15,0.4,1,1,-40.59852781,-19.92722459,1708.898848,1,225.6178414,1347.582176,51.90638767,323.6138021,0,0,0,0,1,0,0,0.068261891
1668,Crossodactylodes_pintoi,Crossodactylodes,Leptodactylidae,0.045704183,Anura,17,0.43,1,1,-42.466312,-22.52247695,1945.138479,1,220.9694833,1495.264265,54.56904731,436.0472436,0,0,0,0,1,0,0,0.068392109
1669,Crossodactylodes_septentrionalis,Crossodactylodes,Leptodactylidae,0.048423442,Anura,17,0.43,1,1,-39.3427,-15.16322271,1331.945169,1,238.5800615,1327.673267,23.86357118,220.5518817,0,0,0,0,1,0,0,0.068345325
1670,Crossodactylus_aeneus,Crossodactylus,Hylodidae,0.063610189,Anura,50,3,0.5,0.5,-45.25458973,-23.14848983,2168.091122,19,209.0935241,1571.065029,52.41481604,527.0101835,0,0,0,0,1,0,0,0.053471884
1671,Crossodactylus_bokermanni,Crossodactylus,Hylodidae,0.065367342,Anura,23,1.47,0,0.5,-43.62019907,-19.5185008,1821.038248,2,214.1395197,1364.339147,85.9908688,842.148478,0,0,0,0,1,0,0,0.053104571
1672,Crossodactylus_caramaschii,Crossodactylus,Hylodidae,0.060708855,Anura,23.61,1.47,0.5,0.5,-48.33490593,-24.06916559,2517.463875,8,202.7131543,1577.620712,41.75599511,533.1195586,0,0,0,0,1,0,0,0.053416563
1673,Crossodactylus_cyclospinus,Crossodactylus,Hylodidae,0.064195267,Anura,24.5,1.57,0,0.5,-40.28503585,-15.69538917,1597.362667,1,228.1026,906.8720667,55.52073333,464.9460333,0,0,0,0,1,0,0,0.053562316
1674,Crossodactylus_dantei,Crossodactylus,Hylodidae,0.063210631,Anura,30,2.4,0,0.5,-35.92886243,-9.295058001,1102.945931,1,249.5032041,1573.253605,57.65708106,190.0879132,0,0,0,0,1,0,0,0.053385724
1675,Crossodactylus_dispar,Crossodactylus,Hylodidae,0.056997671,Anura,33.8,1.25,0,0.5,-45.30830112,-22.53180029,2076.248413,11,197.7452763,1585.047587,62.66110531,842.602368,0,0,0,0,1,0,0,0.053408355
1676,Crossodactylus_gaudichaudii,Crossodactylus,Hylodidae,0.063241846,Anura,30.41,2.91,0.5,0.5,-43.70675386,-22.5594936,2022.542532,17,215.1256139,1484.217613,56.88304259,495.8848428,0,0,0,0,1,0,0,0.05340083
1677,Crossodactylus_grandis,Crossodactylus,Hylodidae,0.062047845,Anura,42,5.1,0,0.5,-44.79139794,-22.55938925,2073.100777,2,193.1569966,1650.497312,67.82249937,977.1375821,0,0,0,0,1,0,0,0.053562316
1678,Crossodactylus_lutzorum,Crossodactylus,Hylodidae,0.066214117,Anura,42,5.11,0,0.5,-39.078782,-13.4122371,1314.238394,2,239.0624059,1201.529209,23.83515649,284.4839456,0,0,0,0,1,0,0,0.05340312
1679,Crossodactylus_schmidti,Crossodactylus,Hylodidae,0.063022762,Anura,33.31,4.1,1,0.5,-54.61596777,-26.57427039,3525.953147,11,207.2480676,1777.937295,15.82079476,311.6102807,0,0,0,0,1,0,0,0.053330918
1680,Crossodactylus_trachystomus,Crossodactylus,Hylodidae,0.060594568,Anura,28,2.1,0,0.5,-43.72391114,-20.07003511,1893.654297,1,207.5780599,1467.754036,84.16171875,892.9708333,0,0,0,0,1,0,0,0.053517514
1681,Crotaphatrema_bornmuelleri,Crotaphatrema,Scolecomorphidae,0.021648976,Gymnophiona,277,17.6,0.5,0.25,9.182249825,4.029224453,863.2305149,1,247.405984,3107.578312,73.90470287,182.7627083,1,0,0,0,0,0,0,0.031759928
1682,Crotaphatrema_lamottei,Crotaphatrema,Scolecomorphidae,0.022175178,Gymnophiona,318,19.3,0.5,0.25,10.47534542,6.19476541,1514.656944,1,204.6573611,2096.375139,76.10354167,1299.419271,1,0,0,0,0,0,0,0.032074909
1683,Crotaphatrema_tchabalmbaboensis,Crotaphatrema,Scolecomorphidae,0.02089687,Gymnophiona,338,22.07,0.5,0.25,12.16679708,7.282570393,1587.90916,1,223.1231405,1667.805647,82.65495868,1040.550207,1,0,0,0,0,0,0,0.032059257
1684,Cruziohyla_calcarifer,Cruziohyla,Hylidae,0.062081199,Anura,64,23,1,1,-81.68865955,9.582168382,399.5135488,30,242.0146112,3546.323155,41.8936048,301.7354716,0,0,0,0,1,0,0,0.068358566
1685,Cruziohyla_craspedopus,Cruziohyla,Hylidae,0.060483066,Anura,58,15,1,1,-69.77539954,-5.238760673,440.9990009,176,249.3715357,2577.068361,35.0301099,166.6023912,0,0,0,0,1,0,0,0.068518354
1686,Cryptobatrachus_boulengeri,Cryptobatrachus,Hemiphractidae,0.032513602,Anura,53.8,8.9,1,0.75,-73.62448588,10.75164531,460.7498985,5,220.5589721,1504.295929,63.53778133,637.0254025,0,0,0,0,1,0,0,0.05001909
1687,Cryptobatrachus_conditus,Cryptobatrachus,Hemiphractidae,0.03325267,Anura,48.6,6.1,1,0.75,-72.95,8.1099992,700.0259563,1,241.8525273,2084.771585,37.21775956,625.4153347,0,0,0,0,1,0,0,0.050101142
1688,Cryptobatrachus_fuhrmanni,Cryptobatrachus,Hemiphractidae,0.032625102,Anura,73,29,1,0.75,-75.06783849,6.86380025,316.9939614,9,209.593732,2460.439057,38.67502263,1205.482299,0,0,0,0,1,0,0,0.050086459
1689,Cryptobatrachus_nicefori,Cryptobatrachus,Hemiphractidae,0.032114525,Anura,39.6,2.9,1,0.5,-72.32844,6.130843157,305.1886806,1,134.6847222,1874.823542,44.81909722,2561.957708,0,0,0,0,1,0,0,0.049965456
1690,Cryptobatrachus_pedroruizi,Cryptobatrachus,Hemiphractidae,0.031416472,Anura,72.7,29,1,0.75,-73.09192157,9.944309709,459.7862416,3,239.3521032,1615.409128,57.53348074,602.828274,0,0,0,0,1,0,0,0.049990918
1691,Cryptobatrachus_remotus,Cryptobatrachus,Hemiphractidae,0.031581997,Anura,75,29.81,1,0.5,-72.724,10.37434833,594.9706761,1,238.2035995,1266.816344,59.31054131,623.3618511,0,0,0,0,1,0,0,0.050027527
1692,Cryptobatrachus_ruthveni,Cryptobatrachus,Hemiphractidae,0.03325782,Anura,63.7,17,1,0.75,-74.06368862,10.96995307,396.6194734,2,259.0411951,1323.832186,70.6597628,82.92253894,0,0,0,0,1,0,0,0.049908807
1693,Cryptobranchus_alleganiensis,Cryptobranchus,Cryptobranchidae,0.026229597,Caudata,510,981,1,0.25,-82.71144876,38.21231418,8252.268505,85,125.1871578,1168.282669,16.71467802,354.7299859,0,0,0,1,0,0,0,0.032681352
1694,Cryptothylax_greshoffii,Cryptothylax,Hyperoliidae,0.035308261,Anura,58,13.4,1,0.75,17.19668309,-0.808883639,573.2751417,140,237.0206602,1711.009661,46.91792838,439.6340036,1,0,0,0,0,0,0,0.039022454
1695,Cryptothylax_minutus,Cryptothylax,Hyperoliidae,0.038032903,Anura,35,2.76,1,0.75,18.02404093,-0.79919817,444.0077006,2,242.9837117,1756.295403,31.18571867,323.9752628,1,0,0,0,0,0,0,0.039049295
1696,Cryptotriton_alvarezdeltoroi,Cryptotriton,Plethodontidae,0.092273554,Caudata,80,0.81,1,0.75,-92.69125152,16.97548868,1876.623862,2,244.2096534,2473.725393,52.13090785,387.3388803,0,0,0,0,1,0,0,0.136627601
1697,Cryptotriton_monzoni,Cryptotriton,Plethodontidae,0.097682627,Caudata,45.4,0.34,1,0.75,-89.26327264,14.97670593,1474.6256,1,229.0253333,2370.697933,62.068,527.1298667,0,0,0,0,1,0,0,0.136663545
1698,Cryptotriton_nasalis,Cryptotriton,Plethodontidae,0.091794802,Caudata,80,1.58,1,0.75,-88.19785968,15.51535397,1431.150928,1,233.2928315,1981.823832,51.71281826,437.2335667,0,0,0,0,1,0,0,0.136665658
1699,Cryptotriton_sierraminensis,Cryptotriton,Plethodontidae,0.094347023,Caudata,63,0.4,1,1,-89.51527698,15.16569448,1474.6256,1,229.0253333,2370.697933,62.068,527.1298667,0,0,0,0,1,0,0,0.136668212
1700,Cryptotriton_veraepacis,Cryptotriton,Plethodontidae,0.097942829,Caudata,31.2,1.8,1,0.75,-90.22437972,15.19081904,1360.825067,1,199.5738,2399.042533,58.628,1110.137867,0,0,0,0,1,0,0,0.136685983
