"","lambda_ClaDS","tiplabel"
"Probreviceps_rhodesianus",0.0488824152331154,"Probreviceps_rhodesianus"
"Probreviceps_uluguruensis",0.0505111989165507,"Probreviceps_uluguruensis"
"Probreviceps_durirostris",0.0494122494459313,"Probreviceps_durirostris"
"Probreviceps_rungwensis",0.0493622075069094,"Probreviceps_rungwensis"
"Balebreviceps_hillmani",0.0483592899564805,"Balebreviceps_hillmani"
"Hemisus_guttatus",0.0355163113417961,"Hemisus_guttatus"
"Hemisus_guineensis",0.0350280797158947,"Hemisus_guineensis"
"Hemisus_barotseensis",0.0363426578678678,"Hemisus_barotseensis"
"Hemisus_wittei",0.0372773250115779,"Hemisus_wittei"
"Hemisus_marmoratus",0.0363986893094124,"Hemisus_marmoratus"
"Hemisus_perreti",0.0358377618039064,"Hemisus_perreti"
"Hemisus_microscaphus",0.0360248236985907,"Hemisus_microscaphus"
"Hemisus_brachydactylus",0.0338942201658772,"Hemisus_brachydactylus"
"Hemisus_olivaceus",0.038907341053617,"Hemisus_olivaceus"
"Sechellophryne_gardineri",0.0281539870700312,"Sechellophryne_gardineri"
"Sechellophryne_pipilodryas",0.0276844711903805,"Sechellophryne_pipilodryas"
"Sooglossus_sechellensis",0.0275069992002059,"Sooglossus_sechellensis"
"Sooglossus_thomasseti",0.0272795631869178,"Sooglossus_thomasseti"
"Nasikabatrachus_sahyadrensis",0.0290915255936128,"Nasikabatrachus_sahyadrensis"
"Heleophryne_hewitti",0.0269903487741549,"Heleophryne_hewitti"
"Heleophryne_regis",0.0255501393686633,"Heleophryne_regis"
"Heleophryne_orientalis",0.0270054655953997,"Heleophryne_orientalis"
"Heleophryne_purcelli",0.0268612001242785,"Heleophryne_purcelli"
"Heleophryne_rosei",0.0271326374318981,"Heleophryne_rosei"
"Hadromophryne_natalensis",0.0277813128299198,"Hadromophryne_natalensis"
"Scutiger_nyingchiensis",0.116281364032915,"Scutiger_nyingchiensis"
"Scutiger_tuberculatus",0.117767330891404,"Scutiger_tuberculatus"
"Scutiger_muliensis",0.109453223864458,"Scutiger_muliensis"
"Scutiger_gongshanensis",0.111289931635458,"Scutiger_gongshanensis"
"Scutiger_adungensis",0.121971106822579,"Scutiger_adungensis"
"Scutiger_boulengeri",0.117440663608928,"Scutiger_boulengeri"
"Scutiger_mammatus",0.108371294171122,"Scutiger_mammatus"
"Scutiger_pingwuensis",0.0990915142095879,"Scutiger_pingwuensis"
"Scutiger_wanglangensis",0.1049943875504,"Scutiger_wanglangensis"
"Scutiger_liupanensis",0.100740278505606,"Scutiger_liupanensis"
"Scutiger_glandulatus",0.0988238161817418,"Scutiger_glandulatus"
"Scutiger_chintingensis",0.0828241181583732,"Scutiger_chintingensis"
"Scutiger_bhutanensis",0.0840364627241678,"Scutiger_bhutanensis"
"Scutiger_nepalensis",0.0857303771469012,"Scutiger_nepalensis"
"Scutiger_brevipes",0.0825423645577602,"Scutiger_brevipes"
"Scutiger_jiulongensis",0.0785933093045868,"Scutiger_jiulongensis"
"Scutiger_sikimmensis",0.0835505109235705,"Scutiger_sikimmensis"
"Scutiger_wuguanfui",0.0854118987157577,"Scutiger_wuguanfui"
"Scutiger_maculatus",0.079477203990049,"Scutiger_maculatus"
"Scutiger_ningshanensis",0.078014079710884,"Scutiger_ningshanensis"
"Oreolalax_major",0.0877070897218192,"Oreolalax_major"
"Oreolalax_liangbeiensis",0.093457343485812,"Oreolalax_liangbeiensis"
"Oreolalax_rugosus",0.0880416652538844,"Oreolalax_rugosus"
"Oreolalax_xiangchengensis",0.084375336412057,"Oreolalax_xiangchengensis"
"Oreolalax_jingdongensis",0.0877384125784914,"Oreolalax_jingdongensis"
"Oreolalax_omeimontis",0.0881513360822806,"Oreolalax_omeimontis"
"Oreolalax_popei",0.0859343591858636,"Oreolalax_popei"
"Oreolalax_chuanbeiensis",0.0845397862847739,"Oreolalax_chuanbeiensis"
"Oreolalax_nanjiangensis",0.0865936735311818,"Oreolalax_nanjiangensis"
"Oreolalax_multipunctatus",0.0890343875884078,"Oreolalax_multipunctatus"
"Oreolalax_pingii",0.0935823539291436,"Oreolalax_pingii"
"Oreolalax_puxiongensis",0.0886672033036079,"Oreolalax_puxiongensis"
"Oreolalax_weigoldi",0.0898337946981525,"Oreolalax_weigoldi"
"Oreolalax_schmidti",0.0947032204241789,"Oreolalax_schmidti"
"Oreolalax_lichuanensis",0.08542178992758,"Oreolalax_lichuanensis"
"Oreolalax_rhodostigmatus",0.0758235509629008,"Oreolalax_rhodostigmatus"
"Oreolalax_granulosus",0.0731876623124403,"Oreolalax_granulosus"
"Borneophrys_edwardinae",0.0692751248361103,"Borneophrys_edwardinae"
"Leptobrachium_boringii",0.0775721622244201,"Leptobrachium_boringii"
"Leptobrachium_bompu",0.0793464016445254,"Leptobrachium_bompu"
"Leptobrachium_leishanense",0.0760055947299961,"Leptobrachium_leishanense"
"Leptobrachium_liui",0.0753980993611888,"Leptobrachium_liui"
"Vibrissaphora_echinata",0.0785520451765475,"Vibrissaphora_echinata"
"Leptobrachium_nokrekensis",0.0771098636367824,"Leptobrachium_nokrekensis"
"Leptobrachium_ailaonicum",0.0802836255812103,"Leptobrachium_ailaonicum"
"Leptobrachium_huashen",0.06982887455327,"Leptobrachium_huashen"
"Leptobrachium_chapaense",0.0764398284655239,"Leptobrachium_chapaense"
"Leptobrachium_promustache",0.0712218491663602,"Leptobrachium_promustache"
"Leptobrachium_hainanense",0.0681616510706342,"Leptobrachium_hainanense"
"Leptobrachium_guangxiense",0.0689118404369706,"Leptobrachium_guangxiense"
"Leptobrachium_ngoclinhense",0.0673058341065145,"Leptobrachium_ngoclinhense"
"Leptobrachium_buchardi",0.0702762341064091,"Leptobrachium_buchardi"
"Leptobrachium_pullum",0.0680574095589569,"Leptobrachium_pullum"
"Leptobrachium_mouhoti",0.0700098017329231,"Leptobrachium_mouhoti"
"Leptobrachium_xanthops",0.066177677443787,"Leptobrachium_xanthops"
"Leptobrachium_xanthospilum",0.0658375875042276,"Leptobrachium_xanthospilum"
"Leptobrachium_leucops",0.0671513768133854,"Leptobrachium_leucops"
"Leptobrachium_banae",0.066053005349633,"Leptobrachium_banae"
"Leptobrachium_nigrops",0.0534187427035346,"Leptobrachium_nigrops"
"Leptobrachium_kanowitense",0.0534855206272113,"Leptobrachium_kanowitense"
"Leptobrachium_ingeri",0.0546794415146773,"Leptobrachium_ingeri"
"Leptobrachium_hendricksoni",0.0546996323682609,"Leptobrachium_hendricksoni"
"Leptobrachium_smithi",0.0575142366670562,"Leptobrachium_smithi"
"Leptobrachium_hasseltii",0.0594077930328313,"Leptobrachium_hasseltii"
"Leptobrachium_rakhinensis",0.058724475185522,"Leptobrachium_rakhinensis"
"Leptobrachium_waysepuntiense",0.0613456520864102,"Leptobrachium_waysepuntiense"
"Leptobrachium_abbotti",0.0593623143231877,"Leptobrachium_abbotti"
"Leptobrachium_gunungense",0.0551985001272493,"Leptobrachium_gunungense"
"Leptobrachium_lumadorum",0.0606154803862319,"Leptobrachium_lumadorum"
"Leptobrachium_montanum",0.0565235340920878,"Leptobrachium_montanum"
"Leptobrachium_mangyanorum",0.0595221610017017,"Leptobrachium_mangyanorum"
"Leptobrachium_tagbanorum",0.0605929457930228,"Leptobrachium_tagbanorum"
"Leptobrachella_brevicrus",0.0485914704805949,"Leptobrachella_brevicrus"
"Leptobrachella_baluensis",0.0478127759316318,"Leptobrachella_baluensis"
"Leptobrachella_mjobergi",0.0475647266474392,"Leptobrachella_mjobergi"
"Leptobrachella_natunae",0.0492657460422986,"Leptobrachella_natunae"
"Leptobrachella_palmata",0.052961505454791,"Leptobrachella_palmata"
"Leptobrachella_parva",0.0516065056681369,"Leptobrachella_parva"
"Leptobrachella_serasanae",0.0540517591977047,"Leptobrachella_serasanae"
"Leptolalax_ventripunctatus",0.0433868900461435,"Leptolalax_ventripunctatus"
"Leptolalax_pelodytoides",0.0489669049708997,"Leptolalax_pelodytoides"
"Leptolalax_bourreti",0.0479859239989314,"Leptolalax_bourreti"
"Leptolalax_aereus",0.0487720171684359,"Leptolalax_aereus"
"Leptolalax_minimus",0.0486532765754392,"Leptolalax_minimus"
"Leptolalax_pluvialis",0.049531216767576,"Leptolalax_pluvialis"
"Leptolalax_solus",0.044296289723233,"Leptolalax_solus"
"Leptolalax_nyx",0.0466514552081716,"Leptolalax_nyx"
"Leptolalax_liui",0.04450246882607,"Leptolalax_liui"
"Leptolalax_oshanensis",0.0433648387550222,"Leptolalax_oshanensis"
"Leptolalax_eos",0.0450299480304912,"Leptolalax_eos"
"Leptolalax_firthi",0.0451416281544758,"Leptolalax_firthi"
"Leptolalax_fuliginosus",0.0417747083261711,"Leptolalax_fuliginosus"
"Leptolalax_hamidi",0.0433823341061215,"Leptolalax_hamidi"
"Leptolalax_heteropus",0.0470628057142961,"Leptolalax_heteropus"
"Leptolalax_kajangensis",0.0448390474317486,"Leptolalax_kajangensis"
"Leptolalax_croceus",0.0443877600825144,"Leptolalax_croceus"
"Leptolalax_botsfordi",0.0480933595981954,"Leptolalax_botsfordi"
"Leptolalax_applebyi",0.0431316585699803,"Leptolalax_applebyi"
"Leptolalax_bidoupensis",0.0430239443091102,"Leptolalax_bidoupensis"
"Leptolalax_melicus",0.0456005533544205,"Leptolalax_melicus"
"Leptolalax_pictus",0.0626324846552156,"Leptolalax_pictus"
"Leptolalax_kecil",0.0612909056606953,"Leptolalax_kecil"
"Leptolalax_platycephalus",0.0632002561576681,"Leptolalax_platycephalus"
"Leptolalax_khasiorum",0.0615777626835986,"Leptolalax_khasiorum"
"Leptolalax_fritinniens",0.0631660182166283,"Leptolalax_fritinniens"
"Leptolalax_lateralis",0.0654153969985784,"Leptolalax_lateralis"
"Leptolalax_alpinus",0.0632523299659215,"Leptolalax_alpinus"
"Leptolalax_tuberosus",0.0623013241241702,"Leptolalax_tuberosus"
"Leptolalax_tamdil",0.0580364449328652,"Leptolalax_tamdil"
"Leptolalax_dringi",0.0561514483183888,"Leptolalax_dringi"
"Leptolalax_sabahmontanus",0.0596702317894819,"Leptolalax_sabahmontanus"
"Leptolalax_melanoleucus",0.0512395196097628,"Leptolalax_melanoleucus"
"Leptolalax_zhangyapingi",0.0511876064708882,"Leptolalax_zhangyapingi"
"Leptolalax_sungi",0.0531523719036501,"Leptolalax_sungi"
"Leptolalax_maurus",0.0533839874022561,"Leptolalax_maurus"
"Leptolalax_arayai",0.0517623149419587,"Leptolalax_arayai"
"Leptolalax_nahangensis",0.0503724335384156,"Leptolalax_nahangensis"
"Leptolalax_gracilis",0.0496307681596554,"Leptolalax_gracilis"
"Xenophrys_parallela",0.0869105745385381,"Xenophrys_parallela"
"Xenophrys_caudoprocta",0.0928762909757583,"Xenophrys_caudoprocta"
"Xenophrys_omeimontis",0.0920922233461624,"Xenophrys_omeimontis"
"Xenophrys_spinata",0.0866285998351395,"Xenophrys_spinata"
"Xenophrys_parva",0.0868028315726073,"Xenophrys_parva"
"Xenophrys_damrei",0.0795087728192398,"Xenophrys_damrei"
"Xenophrys_huangshanensis",0.0836423392727355,"Xenophrys_huangshanensis"
"Xenophrys_jinggangensis",0.0850454384435276,"Xenophrys_jinggangensis"
"Xenophrys_binlingensis",0.0884587231949086,"Xenophrys_binlingensis"
"Xenophrys_kuatunensis",0.0806014607259498,"Xenophrys_kuatunensis"
"Xenophrys_brachykolos",0.0930305182495706,"Xenophrys_brachykolos"
"Xenophrys_gigantica",0.0892054904547843,"Xenophrys_gigantica"
"Xenophrys_wushanensis",0.0838647038620335,"Xenophrys_wushanensis"
"Xenophrys_wawuensis",0.0895676757406146,"Xenophrys_wawuensis"
"Xenophrys_boettgeri",0.0856878934308487,"Xenophrys_boettgeri"
"Xenophrys_daweimontis",0.0869183512233648,"Xenophrys_daweimontis"
"Xenophrys_takensis",0.0871727572404681,"Xenophrys_takensis"
"Xenophrys_kempii",0.082797202744898,"Xenophrys_kempii"
"Xenophrys_minor",0.0783653839796241,"Xenophrys_minor"
"Xenophrys_zhangi",0.0718772973776166,"Xenophrys_zhangi"
"Ophryophryne_microstoma",0.0697339506635175,"Ophryophryne_microstoma"
"Ophryophryne_gerti",0.0660884132169259,"Ophryophryne_gerti"
"Ophryophryne_pachyproctus",0.069908176951667,"Ophryophryne_pachyproctus"
"Ophryophryne_synoria",0.0720268467767684,"Ophryophryne_synoria"
"Ophryophryne_hansi",0.0695025235115599,"Ophryophryne_hansi"
"Xenophrys_major",0.0800783873825669,"Xenophrys_major"
"Xenophrys_dringi",0.0780667270468894,"Xenophrys_dringi"
"Xenophrys_mangshanensis",0.0793499796829738,"Xenophrys_mangshanensis"
"Xenophrys_zunhebotoensis",0.0807803666750948,"Xenophrys_zunhebotoensis"
"Xenophrys_shuichengensis",0.075376263132944,"Xenophrys_shuichengensis"
"Xenophrys_palpebralespinosa",0.0801911303631995,"Xenophrys_palpebralespinosa"
"Xenophrys_wuliangshanensis",0.0818409891413429,"Xenophrys_wuliangshanensis"
"Xenophrys_pachyproctus",0.0761415039437933,"Xenophrys_pachyproctus"
"Xenophrys_binchuanensis",0.0756282202093755,"Xenophrys_binchuanensis"
"Xenophrys_glandulosa",0.0779404532626494,"Xenophrys_glandulosa"
"Xenophrys_sangzhiensis",0.0732764780647256,"Xenophrys_sangzhiensis"
"Xenophrys_lekaguli",0.0741965074803768,"Xenophrys_lekaguli"
"Xenophrys_robusta",0.0697454608288479,"Xenophrys_robusta"
"Xenophrys_aceras",0.0686883031534018,"Xenophrys_aceras"
"Xenophrys_longipes",0.0691711900287912,"Xenophrys_longipes"
"Brachytarsophrys_chuannanensis",0.06476434713863,"Brachytarsophrys_chuannanensis"
"Brachytarsophrys_platyparietus",0.0647092526490767,"Brachytarsophrys_platyparietus"
"Brachytarsophrys_feae",0.0652131039328726,"Brachytarsophrys_feae"
"Brachytarsophrys_carinense",0.0624350739896048,"Brachytarsophrys_carinense"
"Brachytarsophrys_intermedia",0.0623688601190155,"Brachytarsophrys_intermedia"
"Xenophrys_nankiangensis",0.0603933484319466,"Xenophrys_nankiangensis"
"Xenophrys_auralensis",0.0563630541193394,"Xenophrys_auralensis"
"Xenophrys_shapingensis",0.059359214293694,"Xenophrys_shapingensis"
"Xenophrys_baolongensis",0.0576543709300729,"Xenophrys_baolongensis"
"Xenophrys_jingdongensis",0.0579483860976301,"Xenophrys_jingdongensis"
"Xenophrys_tuberogranulatus",0.0561945888033772,"Xenophrys_tuberogranulatus"
"Megophrys_megacephala",0.0612790409873394,"Megophrys_megacephala"
"Megophrys_montana",0.0618952116010464,"Megophrys_montana"
"Megophrys_vegrandis",0.0618393230329908,"Megophrys_vegrandis"
"Megophrys_nasuta",0.0619654891471312,"Megophrys_nasuta"
"Megophrys_ligayae",0.0606159593465889,"Megophrys_ligayae"
"Megophrys_ancrae",0.0572367711922453,"Megophrys_ancrae"
"Megophrys_stejnegeri",0.0561624570854886,"Megophrys_stejnegeri"
"Megophrys_oropedion",0.058159933183024,"Megophrys_oropedion"
"Megophrys_kobayashii",0.0571188452792885,"Megophrys_kobayashii"
"Xenophrys_serchhipii",0.0534610598058316,"Xenophrys_serchhipii"
"Xenophrys_baluensis",0.0534301651477778,"Xenophrys_baluensis"
"Xenophrys_medogensis",0.0528807354544496,"Xenophrys_medogensis"
"Pelobates_varaldii",0.0360204434632289,"Pelobates_varaldii"
"Pelobates_cultripes",0.0364712227489172,"Pelobates_cultripes"
"Pelobates_syriacus",0.0375306390289736,"Pelobates_syriacus"
"Pelobates_fuscus",0.0396656075265739,"Pelobates_fuscus"
"Pelodytes_punctatus",0.032966960547094,"Pelodytes_punctatus"
"Pelodytes_ibericus",0.0320070433942259,"Pelodytes_ibericus"
"Pelodytes_caucasicus",0.0325034432075672,"Pelodytes_caucasicus"
"Spea_intermontana",0.0316121267052197,"Spea_intermontana"
"Spea_bombifrons",0.0293413905311272,"Spea_bombifrons"
"Spea_hammondii",0.0298752558632329,"Spea_hammondii"
"Spea_multiplicata",0.0316123923412669,"Spea_multiplicata"
"Scaphiopus_holbrookii",0.0298053191835135,"Scaphiopus_holbrookii"
"Scaphiopus_hurterii",0.0307532087297463,"Scaphiopus_hurterii"
"Scaphiopus_couchii",0.0313129848758819,"Scaphiopus_couchii"
"Xenopus_longipes",0.0476776790237091,"Xenopus_longipes"
"Xenopus_amieti",0.0455237483468429,"Xenopus_amieti"
"Xenopus_boumbaensis",0.0436260019170691,"Xenopus_boumbaensis"
"Xenopus_itombwensis",0.0473037131635037,"Xenopus_itombwensis"
"Xenopus_wittei",0.0432274306680061,"Xenopus_wittei"
"Xenopus_andrei",0.041091601689582,"Xenopus_andrei"
"Xenopus_pygmaeus",0.038174678988939,"Xenopus_pygmaeus"
"Xenopus_fraseri",0.0395327992227622,"Xenopus_fraseri"
"Xenopus_victorianus",0.037367503624621,"Xenopus_victorianus"
"Xenopus_petersii",0.0388611152385447,"Xenopus_petersii"
"Xenopus_laevis",0.0398251556221616,"Xenopus_laevis"
"Xenopus_gilli",0.0411479758801632,"Xenopus_gilli"
"Xenopus_vestitus",0.038790444893027,"Xenopus_vestitus"
"Xenopus_lenduensis",0.0396881043194679,"Xenopus_lenduensis"
"Xenopus_clivii",0.0333890288860748,"Xenopus_clivii"
"Xenopus_borealis",0.0355156555458449,"Xenopus_borealis"
"Xenopus_ruwenzoriensis",0.0295840144121492,"Xenopus_ruwenzoriensis"
"Xenopus_largeni",0.0298376191387685,"Xenopus_largeni"
"Xenopus_muelleri",0.0302586017128725,"Xenopus_muelleri"
"Xenopus_tropicalis",0.0268661781368939,"Xenopus_tropicalis"
"Xenopus_epitropicalis",0.0281001631975253,"Xenopus_epitropicalis"
"Hymenochirus_feae",0.025312089936736,"Hymenochirus_feae"
"Hymenochirus_boettgeri",0.0237860211110889,"Hymenochirus_boettgeri"
"Hymenochirus_curtipes",0.0243384105526319,"Hymenochirus_curtipes"
"Hymenochirus_boulengeri",0.024434759782369,"Hymenochirus_boulengeri"
"Pseudhymenochirus_merlini",0.0237644594557738,"Pseudhymenochirus_merlini"
"Pipa_pipa",0.0234508207992222,"Pipa_pipa"
"Pipa_aspera",0.0239023619464936,"Pipa_aspera"
"Pipa_arrabali",0.0233852667165471,"Pipa_arrabali"
"Pipa_parva",0.0236716897783342,"Pipa_parva"
"Pipa_snethlageae",0.0262366173247793,"Pipa_snethlageae"
"Pipa_myersi",0.0241074845420089,"Pipa_myersi"
"Pipa_carvalhoi",0.0230054651551421,"Pipa_carvalhoi"
"Rhinophrynus_dorsalis",0.0254611612015207,"Rhinophrynus_dorsalis"
"Discoglossus_pictus",0.0284246624232986,"Discoglossus_pictus"
"Discoglossus_sardus",0.0265734435870005,"Discoglossus_sardus"
"Discoglossus_scovazzi",0.0271018678294885,"Discoglossus_scovazzi"
"Discoglossus_galganoi",0.0278792609828841,"Discoglossus_galganoi"
"Discoglossus_montalentii",0.0274133988504704,"Discoglossus_montalentii"
"Latonia_nigriventer",0.0263720334126076,"Latonia_nigriventer"
"Alytes_dickhilleni",0.025767252994062,"Alytes_dickhilleni"
"Alytes_muletensis",0.0261835829115601,"Alytes_muletensis"
"Alytes_maurus",0.0232088051964456,"Alytes_maurus"
"Alytes_obstetricans",0.02479477121469,"Alytes_obstetricans"
"Alytes_cisternasii",0.0247222064710464,"Alytes_cisternasii"
"Bombina_lichuanensis",0.0263959078557393,"Bombina_lichuanensis"
"Bombina_fortinuptialis",0.0259424917491858,"Bombina_fortinuptialis"
"Bombina_microdeladigitora",0.0267098611550241,"Bombina_microdeladigitora"
"Bombina_maxima",0.0286151572106994,"Bombina_maxima"
"Bombina_variegata",0.0277365238926584,"Bombina_variegata"
"Bombina_pachypus",0.0263141932920484,"Bombina_pachypus"
"Bombina_bombina",0.0272339097877679,"Bombina_bombina"
"Bombina_orientalis",0.0261193279935001,"Bombina_orientalis"
"Barbourula_busuangensis",0.0255153005041581,"Barbourula_busuangensis"
"Barbourula_kalimantanensis",0.0239737792540978,"Barbourula_kalimantanensis"
"Leiopelma_hamiltoni",0.021454019351648,"Leiopelma_hamiltoni"
"Leiopelma_pakeka",0.0211241646358078,"Leiopelma_pakeka"
"Leiopelma_archeyi",0.0214987829589958,"Leiopelma_archeyi"
"Leiopelma_hochstetteri",0.0216743314668088,"Leiopelma_hochstetteri"
"Ascaphus_truei",0.0229318128239363,"Ascaphus_truei"
"Ascaphus_montanus",0.0207965786031881,"Ascaphus_montanus"
"Bolitoglossa_equatoriana",0.150299860953671,"Bolitoglossa_equatoriana"
"Bolitoglossa_jacksoni",0.163538195196732,"Bolitoglossa_jacksoni"
"Bolitoglossa_paraensis",0.149986610720442,"Bolitoglossa_paraensis"
"Bolitoglossa_caldwellae",0.150645153605961,"Bolitoglossa_caldwellae"
"Bolitoglossa_cuna",0.163504745051201,"Bolitoglossa_cuna"
"Bolitoglossa_peruviana",0.151306722738939,"Bolitoglossa_peruviana"
"Bolitoglossa_altamazonica",0.149017598111734,"Bolitoglossa_altamazonica"
"Bolitoglossa_palmata",0.159784023397108,"Bolitoglossa_palmata"
"Bolitoglossa_adspersa",0.159470685289123,"Bolitoglossa_adspersa"
"Bolitoglossa_medemi",0.157423269322425,"Bolitoglossa_medemi"
"Bolitoglossa_phalarosoma",0.159270374383135,"Bolitoglossa_phalarosoma"
"Bolitoglossa_hypacra",0.159658517877144,"Bolitoglossa_hypacra"
"Bolitoglossa_silverstonei",0.164931547660488,"Bolitoglossa_silverstonei"
"Bolitoglossa_biseriata",0.158959650237264,"Bolitoglossa_biseriata"
"Bolitoglossa_sima",0.161914932234566,"Bolitoglossa_sima"
"Bolitoglossa_omniumsanctorum",0.162796929811277,"Bolitoglossa_omniumsanctorum"
"Bolitoglossa_mucuyensis",0.155923849663385,"Bolitoglossa_mucuyensis"
"Bolitoglossa_magnifica",0.153438792848118,"Bolitoglossa_magnifica"
"Bolitoglossa_tamaense",0.164707058521548,"Bolitoglossa_tamaense"
"Bolitoglossa_orestes",0.152166343097204,"Bolitoglossa_orestes"
"Bolitoglossa_tzultacaj",0.151918483363946,"Bolitoglossa_tzultacaj"
"Bolitoglossa_nicefori",0.157020582641972,"Bolitoglossa_nicefori"
"Bolitoglossa_leandrae",0.169901374235047,"Bolitoglossa_leandrae"
"Bolitoglossa_copia",0.163854727566019,"Bolitoglossa_copia"
"Bolitoglossa_la",0.165466042490369,"Bolitoglossa_la"
"Bolitoglossa_compacta",0.155008523273291,"Bolitoglossa_compacta"
"Bolitoglossa_robusta",0.150413182219666,"Bolitoglossa_robusta"
"Bolitoglossa_schizodactyla",0.159669728975818,"Bolitoglossa_schizodactyla"
"Bolitoglossa_cataguana",0.152486604754344,"Bolitoglossa_cataguana"
"Bolitoglossa_colonnea",0.152480543563272,"Bolitoglossa_colonnea"
"Bolitoglossa_savagei",0.155854896811981,"Bolitoglossa_savagei"
"Bolitoglossa_nigrescens",0.158372628811358,"Bolitoglossa_nigrescens"
"Bolitoglossa_aureogularis",0.157181149258254,"Bolitoglossa_aureogularis"
"Bolitoglossa_tatamae",0.144800708842514,"Bolitoglossa_tatamae"
"Bolitoglossa_jugivagans",0.154885749815098,"Bolitoglossa_jugivagans"
"Bolitoglossa_robinsoni",0.149623560027197,"Bolitoglossa_robinsoni"
"Bolitoglossa_cerroensis",0.144748425857498,"Bolitoglossa_cerroensis"
"Bolitoglossa_pandi",0.154491513309568,"Bolitoglossa_pandi"
"Bolitoglossa_epimela",0.150110641422463,"Bolitoglossa_epimela"
"Bolitoglossa_marmorea",0.154117212997354,"Bolitoglossa_marmorea"
"Bolitoglossa_indio",0.163242162164226,"Bolitoglossa_indio"
"Bolitoglossa_pacaya",0.143232033959315,"Bolitoglossa_pacaya"
"Bolitoglossa_sooyorum",0.144146753092055,"Bolitoglossa_sooyorum"
"Bolitoglossa_minutula",0.150799711840527,"Bolitoglossa_minutula"
"Bolitoglossa_guaramacalensis",0.156261042511168,"Bolitoglossa_guaramacalensis"
"Bolitoglossa_madeira",0.155583143243695,"Bolitoglossa_madeira"
"Bolitoglossa_subpalmata",0.147533520003146,"Bolitoglossa_subpalmata"
"Bolitoglossa_tica",0.14843898984093,"Bolitoglossa_tica"
"Bolitoglossa_gracilis",0.147993027003732,"Bolitoglossa_gracilis"
"Bolitoglossa_splendida",0.147634405139944,"Bolitoglossa_splendida"
"Bolitoglossa_pesrubra",0.145640900063937,"Bolitoglossa_pesrubra"
"Bolitoglossa_bramei",0.142074253771983,"Bolitoglossa_bramei"
"Bolitoglossa_kamuk",0.142005159408372,"Bolitoglossa_kamuk"
"Bolitoglossa_gomezi",0.15055117226312,"Bolitoglossa_gomezi"
"Bolitoglossa_lozanoi",0.143095480300845,"Bolitoglossa_lozanoi"
"Bolitoglossa_striatula",0.155328116545637,"Bolitoglossa_striatula"
"Bolitoglossa_mombachoensis",0.153306227813812,"Bolitoglossa_mombachoensis"
"Bolitoglossa_mulleri",0.14867719386561,"Bolitoglossa_mulleri"
"Bolitoglossa_yucatana",0.143220687265781,"Bolitoglossa_yucatana"
"Bolitoglossa_lignicolor",0.140672464978935,"Bolitoglossa_lignicolor"
"Bolitoglossa_obscura",0.14016865739688,"Bolitoglossa_obscura"
"Bolitoglossa_odonnelli",0.13672570900941,"Bolitoglossa_odonnelli"
"Bolitoglossa_mexicana",0.141014004361778,"Bolitoglossa_mexicana"
"Bolitoglossa_salvinii",0.136745626848959,"Bolitoglossa_salvinii"
"Bolitoglossa_flaviventris",0.139484549520421,"Bolitoglossa_flaviventris"
"Bolitoglossa_platydactyla",0.13754835756164,"Bolitoglossa_platydactyla"
"Bolitoglossa_capitana",0.109179085263359,"Bolitoglossa_capitana"
"Bolitoglossa_sombra",0.116255510569615,"Bolitoglossa_sombra"
"Bolitoglossa_chinanteca",0.119001854720672,"Bolitoglossa_chinanteca"
"Bolitoglossa_rufescens",0.113719148374158,"Bolitoglossa_rufescens"
"Bolitoglossa_nympha",0.110177231068939,"Bolitoglossa_nympha"
"Bolitoglossa_occidentalis",0.117194156174125,"Bolitoglossa_occidentalis"
"Bolitoglossa_digitigrada",0.120029519530619,"Bolitoglossa_digitigrada"
"Bolitoglossa_chica",0.115905213973858,"Bolitoglossa_chica"
"Bolitoglossa_guaneae",0.112085030756182,"Bolitoglossa_guaneae"
"Bolitoglossa_xibalba",0.117199323424256,"Bolitoglossa_xibalba"
"Bolitoglossa_stuarti",0.119460511270342,"Bolitoglossa_stuarti"
"Bolitoglossa_hartwegi",0.118554500114862,"Bolitoglossa_hartwegi"
"Bolitoglossa_suchitanensis",0.18224350947135,"Bolitoglossa_suchitanensis"
"Bolitoglossa_eremia",0.178256705270759,"Bolitoglossa_eremia"
"Bolitoglossa_daryorum",0.188553824960075,"Bolitoglossa_daryorum"
"Bolitoglossa_kaqchikelorum",0.177394210370159,"Bolitoglossa_kaqchikelorum"
"Bolitoglossa_pygmaea",0.178422373415476,"Bolitoglossa_pygmaea"
"Bolitoglossa_morio",0.18096646434171,"Bolitoglossa_morio"
"Bolitoglossa_flavimembris",0.166365041216853,"Bolitoglossa_flavimembris"
"Bolitoglossa_conanti",0.156745850513845,"Bolitoglossa_conanti"
"Bolitoglossa_hiemalis",0.161382202355938,"Bolitoglossa_hiemalis"
"Bolitoglossa_alberchi",0.159554443885169,"Bolitoglossa_alberchi"
"Bolitoglossa_diaphora",0.14695364273339,"Bolitoglossa_diaphora"
"Bolitoglossa_dunni",0.161539215262861,"Bolitoglossa_dunni"
"Bolitoglossa_oresbia",0.164963359026823,"Bolitoglossa_oresbia"
"Bolitoglossa_carri",0.159229271602883,"Bolitoglossa_carri"
"Bolitoglossa_taylori",0.162196143461705,"Bolitoglossa_taylori"
"Bolitoglossa_diminuta",0.16268448864788,"Bolitoglossa_diminuta"
